resume_uploaded,karma,batch_resume_uploaded_pct,event_fomo_score,should_nudge_resume,should_nudge_event
1,247.0,72,0.23,0,0
1,60.0,68,0.81,0,1
1,142.0,87,0.57,0,1
1,223.0,63,0.69,0,1
0,280.0,74,0.71,0,1
0,361.0,62,0.46,0,0
1,317.0,82,0.61,1,1
0,299.0,62,0.57,0,1
1,106.0,80,0.81,0,1
1,382.0,70,0.16,0,0
1,202.0,88,0.23,0,0
0,198.0,63,0.74,0,1
1,149.0,75,0.6,0,1
1,360.0,72,0.88,0,1
0,54.0,62,0.75,0,1
1,246.0,72,0.82,0,1
0,366.0,63,0.61,0,1
1,357.0,63,0.85,1,1
1,420.0,87,0.74,0,1
1,433.0,63,0.65,0,1
0,519.0,61,0.4,0,0
0,372.0,60,0.72,0,1
0,205.0,60,0.42,0,0
1,437.0,81,0.5,0,1
0,311.0,61,0.73,0,1
1,202.0,90,0.73,0,1
1,156.0,90,0.75,0,1
1,136.0,79,0.43,1,0
0,432.0,74,0.67,0,1
1,137.0,95,0.65,0,1
0,380.0,70,0.79,0,1
1,295.0,61,0.49,0,0
0,433.0,71,0.55,0,1
0,104.0,80,0.67,0,1
0,417.0,72,0.74,1,1
0,435.0,72,0.4,0,0
1,191.0,63,0.8,0,1
1,420.0,83,0.53,0,1
1,449.0,69,0.31,0,0
0,107.0,75,0.76,0,1
0,157.0,95,0.49,1,0
1,153.0,72,0.46,1,0
1,450.0,95,0.7,0,1
0,281.0,60,0.57,0,1
0,233.0,60,0.44,0,1
0,301.0,66,0.48,0,0
1,449.0,86,0.49,0,0
0,418.0,88,0.71,1,1
0,172.0,79,0.63,0,1
0,450.0,79,0.39,0,1
1,131.0,76,0.89,0,1
0,223.0,93,0.2,0,0
1,161.0,68,0.57,0,1
0,453.0,75,0.69,0,1
0,313.0,88,0.58,1,1
0,149.0,72,0.4,0,0
0,112.0,89,0.75,1,1
1,379.0,82,0.85,0,1
1,201.0,71,0.66,0,1
1,84.0,84,0.79,0,1
0,297.0,74,0.66,0,1
1,191.0,70,0.56,0,1
0,103.0,71,0.89,0,1
0,131.0,80,0.7,0,1
0,65.0,76,0.71,0,1
1,478.0,90,0.26,0,0
0,202.0,90,0.67,1,1
0,476.0,92,0.87,1,1
1,455.0,74,0.47,0,0
0,398.0,79,0.61,0,1
0,220.0,71,0.7,0,1
0,415.0,67,0.29,0,0
0,172.0,68,0.87,0,1
0,514.0,70,0.99,0,1
1,138.0,76,0.6,0,1
1,485.0,70,0.95,0,1
1,157.0,80,0.82,0,1
0,304.0,66,0.78,0,1
0,204.0,76,0.24,0,0
0,228.0,85,0.75,0,1
1,277.0,92,0.5,0,1
0,415.0,74,0.75,0,0
0,316.0,64,0.84,0,0
1,83.0,73,0.79,1,1
0,176.0,76,0.69,0,1
1,224.0,95,0.52,0,1
0,197.0,76,0.52,0,1
1,98.0,82,0.42,0,0
1,206.0,60,0.83,0,1
1,81.0,64,0.57,0,1
0,306.0,60,0.79,0,1
0,293.0,94,0.75,1,1
1,304.0,87,0.41,0,1
0,516.0,66,0.58,0,1
1,278.0,91,0.93,0,1
0,396.0,84,0.8,1,1
1,341.0,87,0.77,0,1
0,216.0,75,0.89,0,1
1,257.0,69,0.55,0,1
1,293.0,85,0.83,1,1
1,419.0,78,0.74,1,1
1,413.0,77,0.89,0,1
1,373.0,93,0.68,0,1
1,282.0,61,0.65,0,1
0,281.0,83,0.44,0,0
0,379.0,80,0.73,0,1
0,186.0,87,0.7,1,1
0,427.0,62,0.32,0,0
1,342.0,95,0.28,0,0
0,484.0,65,0.39,0,0
1,377.0,73,0.74,0,1
1,272.0,77,0.2,0,0
1,435.0,82,0.72,0,1
0,141.0,88,0.54,1,1
0,291.0,94,0.55,1,1
1,103.0,89,0.62,1,1
0,370.0,94,0.81,1,1
0,426.0,82,0.65,1,1
0,272.0,67,0.74,0,1
0,147.0,65,0.35,0,0
0,461.0,80,0.55,0,1
0,364.0,70,0.56,0,1
0,334.0,65,0.32,0,0
1,416.0,90,0.62,0,1
0,57.0,89,0.59,1,1
1,82.0,73,0.31,0,1
1,246.0,63,0.89,1,1
1,443.0,71,0.88,0,1
1,363.0,77,0.5,1,1
1,510.0,82,0.25,0,0
0,381.0,87,0.29,1,0
1,291.0,85,0.89,0,1
0,291.0,91,0.51,1,1
1,201.0,94,0.73,0,1
0,491.0,64,0.48,0,0
1,262.0,65,0.65,0,1
0,85.0,67,0.85,0,1
0,199.0,66,0.5,0,1
1,327.0,64,0.24,0,0
0,399.0,93,0.72,1,1
1,233.0,75,0.45,0,0
0,103.0,75,0.57,0,1
1,431.0,67,0.38,0,0
1,182.0,67,0.3,0,0
0,460.0,88,0.47,1,0
0,459.0,86,0.44,1,0
1,334.0,92,0.61,0,1
0,259.0,71,0.75,0,1
1,153.0,74,0.8,0,1
0,347.0,93,0.88,1,1
0,280.0,76,0.7,0,1
0,487.0,65,0.66,0,1
1,260.0,83,0.65,0,1
0,174.0,82,0.66,1,1
0,291.0,85,0.65,1,1
1,92.0,75,0.35,0,0
1,72.0,68,0.82,0,1
0,117.0,78,0.77,0,1
0,367.0,80,0.82,0,1
1,436.0,85,0.63,0,1
1,265.0,63,0.58,0,1
1,381.0,89,0.8,0,1
0,217.0,68,0.79,0,1
0,453.0,64,0.68,0,1
1,172.0,74,0.59,0,1
1,98.0,73,0.54,0,1
1,327.0,66,0.26,0,0
0,64.0,75,0.56,0,1
1,161.0,81,0.34,0,0
1,286.0,91,0.83,0,1
1,492.0,81,0.71,0,1
1,380.0,79,0.39,0,0
0,436.0,79,0.75,0,1
0,186.0,67,0.49,0,0
1,51.0,87,0.52,0,1
1,92.0,93,0.74,0,1
1,322.0,62,0.8,0,1
1,440.0,89,0.84,0,1
0,209.0,92,0.52,1,1
0,378.0,85,0.42,1,0
1,500.0,89,0.73,0,1
0,263.0,90,0.17,1,0
1,141.0,81,0.9,0,1
0,485.0,82,0.7,1,1
1,73.0,92,0.83,0,1
1,442.0,89,0.76,0,1
1,342.0,65,0.48,0,0
1,454.0,70,0.32,0,0
1,445.0,89,0.52,0,1
1,149.0,71,0.78,0,1
1,174.0,95,0.79,0,1
1,216.0,72,0.74,0,1
1,396.0,64,0.49,0,0
0,152.0,73,0.81,0,1
0,455.0,88,0.29,1,0
0,182.0,61,0.68,0,1
1,418.0,81,0.52,0,1
0,253.0,86,0.41,1,0
1,59.0,95,0.75,0,1
1,397.0,68,0.3,0,0
1,300.0,66,0.87,0,1
1,327.0,94,0.71,0,1
0,82.0,79,0.74,0,1
0,458.0,77,0.77,0,1
0,150.0,68,0.72,0,1
0,373.0,78,0.48,0,0
1,143.0,65,0.46,0,0
1,125.0,91,0.36,0,0
1,84.0,60,0.39,0,0
1,497.0,83,0.72,0,1
0,418.0,76,0.23,0,0
1,106.0,80,0.51,0,1
1,296.0,80,0.66,0,1
1,357.0,78,0.75,0,1
1,210.0,61,0.22,0,0
0,226.0,85,0.81,1,1
0,160.0,93,0.44,1,0
0,75.0,63,0.57,0,1
1,478.0,87,0.33,0,0
1,116.0,81,0.69,0,1
0,204.0,93,0.65,1,1
1,259.0,68,0.52,0,1
1,465.0,86,0.22,0,0
1,66.0,61,0.78,0,1
0,463.0,89,0.24,1,0
1,70.0,83,0.73,0,1
0,404.0,80,0.57,0,1
1,194.0,78,0.42,0,0
1,206.0,61,0.28,0,0
1,225.0,90,0.7,0,1
0,306.0,82,0.32,1,0
1,493.0,81,0.65,0,1
0,103.0,61,0.6,0,1
0,135.0,79,0.45,0,0
0,309.0,66,0.34,0,0
1,301.0,63,0.78,0,1
0,111.0,83,0.16,1,0
1,135.0,81,0.66,0,1
0,415.0,86,0.65,1,1
0,431.0,91,0.79,1,1
1,476.0,62,0.85,0,1
0,166.0,92,0.28,1,0
0,124.0,74,0.42,0,0
1,229.0,89,0.23,0,0
1,78.0,71,0.74,0,1
0,156.0,94,0.58,1,1
0,358.0,67,0.63,0,1
1,340.0,66,0.76,0,1
1,101.0,84,0.39,0,0
0,498.0,75,0.39,0,0
0,266.0,89,0.73,1,1
0,227.0,74,0.65,0,1
1,216.0,71,0.71,0,1
0,430.0,84,0.52,1,1
0,143.0,68,0.3,0,0
0,278.0,93,0.47,1,0
1,323.0,86,0.73,0,1
0,150.0,92,0.82,1,1
1,202.0,75,0.66,0,1
1,362.0,82,0.88,0,1
1,336.0,64,0.71,0,1
1,130.0,60,0.85,0,1
1,291.0,69,0.48,0,0
1,107.0,65,0.84,0,1
1,471.0,67,0.44,0,0
0,318.0,75,0.45,0,0
0,343.0,73,0.47,0,0
1,131.0,91,0.38,0,0
0,383.0,77,0.7,0,1
1,137.0,70,0.74,0,1
1,246.0,95,0.83,0,1
0,394.0,78,0.8,0,1
0,92.0,81,0.53,1,1
1,241.0,93,0.5,0,1
1,329.0,92,0.65,0,1
0,55.0,91,0.37,1,0
1,371.0,82,0.68,0,1
0,467.0,71,0.65,0,1
0,60.0,86,0.48,1,0
1,123.0,90,0.82,0,1
0,322.0,92,0.6,1,1
1,320.0,68,0.47,0,0
1,340.0,90,0.23,0,0
1,275.0,93,0.78,0,1
0,304.0,66,0.85,0,1
0,437.0,93,0.22,1,0
0,319.0,77,0.78,0,1
1,130.0,69,0.59,0,1
1,124.0,76,0.69,0,1
0,61.0,65,0.59,0,1
0,189.0,61,0.64,0,1
1,458.0,73,0.77,0,1
0,204.0,62,0.24,0,0
0,377.0,87,0.4,1,0
0,132.0,80,0.49,0,0
1,358.0,90,0.58,0,1
0,318.0,76,0.79,0,1
1,53.0,85,0.4,0,0
0,265.0,65,0.53,0,1
1,500.0,80,0.27,0,0
1,132.0,73,0.31,0,0
0,471.0,86,0.75,1,1
0,349.0,64,0.64,0,1
1,430.0,94,0.67,0,1
0,326.0,72,0.44,0,0
1,52.0,63,0.46,0,0
0,165.0,85,0.28,1,0
1,222.0,85,0.34,0,0
1,492.0,88,0.8,0,1
0,343.0,62,0.3,0,0
0,496.0,74,0.49,0,0
1,100.0,86,0.41,0,0
0,306.0,94,0.44,1,0
0,116.0,77,0.73,0,1
0,411.0,66,0.39,0,0
1,181.0,94,0.33,0,0
0,165.0,81,0.85,1,1
1,306.0,76,0.7,0,1
1,302.0,80,0.81,0,1
0,396.0,72,0.85,0,1
1,166.0,60,0.84,0,1
1,232.0,67,0.61,0,1
0,349.0,78,0.78,0,1
1,96.0,87,0.27,0,0
0,262.0,74,0.45,0,0
1,231.0,84,0.74,0,1
0,352.0,61,0.69,0,1
0,175.0,75,0.32,0,0
0,56.0,62,0.75,0,1
1,485.0,77,0.76,0,1
0,230.0,61,0.53,0,1
0,472.0,65,0.25,0,0
0,61.0,67,0.52,0,1
0,101.0,76,0.63,0,1
1,235.0,83,0.84,0,1
1,177.0,76,0.49,0,0
0,347.0,74,0.47,0,0
1,97.0,86,0.87,0,1
1,461.0,70,0.65,0,1
1,433.0,80,0.9,0,1
0,204.0,87,0.78,1,1
1,254.0,60,0.55,0,1
0,175.0,62,0.55,0,1
1,215.0,63,0.26,0,0
0,401.0,75,0.89,0,1
1,239.0,66,0.88,0,1
1,106.0,78,0.86,0,1
0,480.0,86,0.38,1,0
1,284.0,86,0.57,0,1
1,333.0,69,0.32,0,0
0,265.0,84,0.57,1,1
0,373.0,78,0.38,0,0
1,86.0,79,0.6,0,1
1,206.0,65,0.5,0,1
1,151.0,80,0.5,0,1
1,144.0,75,0.48,0,0
1,468.0,65,0.38,0,0
1,221.0,89,0.29,0,0
0,451.0,95,0.54,1,1
0,411.0,72,0.4,0,0
0,187.0,83,0.74,1,1
1,161.0,60,0.48,0,0
1,324.0,66,0.41,0,0
1,101.0,72,0.73,0,1
1,489.0,74,0.85,0,1
1,465.0,79,0.86,0,1
1,203.0,86,0.57,0,1
1,470.0,77,0.35,0,0
1,287.0,92,0.85,0,1
0,481.0,74,0.29,0,0
0,353.0,66,0.39,0,0
0,278.0,65,0.28,0,0
1,282.0,87,0.34,0,0
1,334.0,66,0.48,0,0
0,451.0,65,0.6,0,1
0,125.0,94,0.78,1,1
0,386.0,70,0.91,0,1
0,282.0,69,0.53,0,1
1,470.0,91,0.77,0,1
0,426.0,87,0.74,1,1
0,350.0,86,0.34,1,0
1,244.0,67,0.67,0,1
1,309.0,84,0.33,0,0
0,473.0,67,0.62,0,1
1,349.0,64,0.68,0,1
1,358.0,62,0.8,0,1
1,299.0,67,0.37,0,0
1,282.0,74,0.59,0,1
1,313.0,65,0.46,0,0
0,379.0,94,0.85,1,1
0,152.0,82,0.35,1,0
0,168.0,82,0.74,1,1
0,439.0,86,0.66,1,1
1,457.0,94,0.55,0,1
0,202.0,90,0.75,1,1
0,469.0,75,0.4,0,0
0,209.0,90,0.63,1,1
1,218.0,95,0.61,0,1
1,393.0,79,0.85,0,1
1,109.0,62,0.35,0,0
0,343.0,72,0.38,0,0
1,76.0,84,0.79,0,1
0,446.0,67,0.45,0,0
1,471.0,81,0.91,0,1
1,437.0,68,0.64,0,1
1,311.0,76,0.2,0,0
0,446.0,85,0.72,1,1
0,435.0,80,0.21,0,0
1,148.0,64,0.45,0,0
0,152.0,87,0.61,1,1
1,158.0,87,0.38,0,0
1,217.0,65,0.38,0,0
0,316.0,93,0.42,1,0
1,163.0,65,0.63,0,1
1,334.0,91,0.68,0,1
1,65.0,72,0.5,0,1
1,125.0,81,0.54,0,1
1,393.0,64,0.39,0,0
1,368.0,80,0.16,0,0
1,204.0,75,0.17,0,0
1,327.0,64,0.74,0,1
1,122.0,88,0.69,0,1
1,480.0,83,0.61,0,1
0,218.0,64,0.47,0,0
0,80.0,61,0.58,0,1
0,76.0,70,0.86,0,1
0,174.0,91,0.74,1,1
0,58.0,69,0.62,0,1
0,330.0,90,0.64,1,1
0,256.0,71,0.62,0,1
1,201.0,60,0.79,0,1
1,349.0,61,0.76,0,1
0,397.0,64,0.74,0,1
1,309.0,80,0.36,0,0
1,236.0,72,0.67,0,1
0,338.0,72,0.82,0,1
1,251.0,66,0.57,0,1
1,489.0,69,0.32,0,0
1,480.0,82,0.72,0,1
0,212.0,95,0.76,1,1
1,180.0,63,0.83,0,1
1,256.0,93,0.37,0,0
1,231.0,86,0.58,0,1
0,137.0,68,0.7,0,1
0,122.0,69,0.35,0,0
0,188.0,85,0.72,1,1
0,230.0,71,0.24,0,0
1,322.0,90,0.62,0,1
1,187.0,93,0.51,0,1
0,233.0,80,0.55,0,1
1,372.0,60,0.6,0,1
1,203.0,62,0.69,0,1
1,248.0,78,0.8,0,1
0,358.0,78,0.39,0,0
1,314.0,64,0.65,0,1
1,83.0,68,0.75,0,1
1,81.0,74,0.72,0,1
1,369.0,90,0.59,0,1
1,248.0,95,0.83,0,1
1,344.0,91,0.85,0,1
0,181.0,89,0.52,1,1
0,263.0,72,0.68,0,1
0,264.0,83,0.74,1,1
0,348.0,80,0.78,0,1
0,350.0,95,0.38,1,0
0,241.0,64,0.72,0,1
0,261.0,83,0.72,1,1
1,341.0,87,0.83,0,1
1,69.0,71,0.48,0,0
1,240.0,62,0.6,0,1
1,457.0,80,0.44,0,0
0,229.0,72,0.36,0,0
0,232.0,74,0.83,0,1
0,306.0,92,0.77,1,1
0,182.0,84,0.61,1,1
1,329.0,74,0.72,0,1
1,497.0,78,0.79,0,1
0,474.0,60,0.81,0,1
0,225.0,79,0.84,0,1
0,407.0,62,0.38,0,0
1,200.0,75,0.21,0,0
1,148.0,93,0.59,0,1
1,228.0,95,0.27,0,0
1,94.0,91,0.44,0,0
0,381.0,75,0.66,0,1
1,171.0,84,0.7,0,1
1,59.0,83,0.78,0,1
0,180.0,63,0.33,0,0
0,57.0,73,0.61,0,1
0,251.0,63,0.84,0,1
0,314.0,95,0.74,1,1
1,87.0,65,0.5,0,1
0,413.0,94,0.7,1,1
0,360.0,60,0.84,0,1
0,436.0,73,0.57,0,1
0,439.0,78,0.69,0,1
1,333.0,60,0.87,0,1
0,76.0,79,0.66,0,1
0,222.0,67,0.56,0,1
1,78.0,87,0.87,0,1
1,304.0,63,0.18,0,0
0,279.0,65,0.55,0,1
1,463.0,75,0.73,0,1
0,450.0,69,0.53,0,1
0,175.0,92,0.83,1,1
1,424.0,78,0.65,0,1
0,389.0,91,0.57,1,1
0,409.0,90,0.77,1,1
0,333.0,90,0.87,1,1
1,458.0,91,0.63,0,1
1,204.0,78,0.86,0,1
0,386.0,72,0.32,0,0
1,319.0,78,0.51,0,1
1,219.0,68,0.47,0,0
0,380.0,64,0.53,0,1
0,288.0,68,0.57,0,1
1,348.0,95,0.76,0,1
1,80.0,61,0.68,0,1
0,371.0,84,0.75,1,1
0,340.0,87,0.84,1,1
1,387.0,61,0.81,0,1
1,490.0,95,0.39,0,0
1,339.0,82,0.74,0,1
1,349.0,62,0.42,0,0
1,309.0,71,0.39,0,0
1,195.0,60,0.63,0,1
0,243.0,70,0.54,0,1
1,415.0,65,0.84,0,1
0,277.0,81,0.68,1,1
0,72.0,66,0.28,0,0
1,407.0,80,0.73,0,1
0,434.0,64,0.22,0,0
1,372.0,92,0.64,0,1
0,232.0,82,0.53,1,1
0,393.0,71,0.69,0,1
1,451.0,74,0.81,0,1
0,266.0,94,0.65,1,1
0,161.0,79,0.72,0,1
1,219.0,72,0.83,0,1
0,457.0,85,0.68,1,1
0,77.0,89,0.65,1,1
1,303.0,84,0.33,0,0
0,474.0,81,0.72,1,1
1,92.0,94,0.89,0,1
0,189.0,66,0.39,0,0
0,363.0,82,0.59,1,1
1,59.0,92,0.86,0,1
1,166.0,80,0.69,0,1
0,360.0,77,0.89,0,1
1,128.0,61,0.52,0,1
1,490.0,92,0.37,0,0
1,192.0,71,0.43,0,0
1,54.0,72,0.71,0,1
0,441.0,92,0.37,1,0
0,494.0,73,0.8,0,1
1,243.0,77,0.55,0,1
1,236.0,67,0.76,0,1
1,360.0,66,0.7,0,1
0,400.0,63,0.49,0,0
0,109.0,82,0.36,1,0
1,62.0,75,0.7,0,1
0,390.0,87,0.41,1,0
1,78.0,61,0.51,0,1
0,469.0,81,0.58,1,1
1,142.0,86,0.57,0,1
0,89.0,78,0.85,0,1
0,449.0,90,0.7,1,1
1,234.0,67,0.7,0,1
1,476.0,81,0.45,0,0
0,444.0,76,0.35,0,0
0,416.0,92,0.88,1,1
0,193.0,79,0.82,0,1
0,144.0,67,0.3,0,0
0,337.0,78,0.27,0,0
1,473.0,64,0.54,0,1
1,493.0,62,0.68,0,1
1,333.0,91,0.91,0,1
0,389.0,71,0.23,0,0
1,436.0,84,0.71,0,1
0,264.0,67,0.46,0,0
0,420.0,80,0.82,0,1
0,445.0,94,0.38,1,0
0,263.0,66,0.65,0,1
1,319.0,84,0.34,0,0
1,264.0,95,0.59,0,1
0,460.0,88,0.45,1,0
1,55.0,75,0.74,0,1
0,424.0,77,0.67,0,1
0,320.0,72,0.64,0,1
1,209.0,73,0.48,0,0
1,493.0,90,0.77,0,1
1,420.0,67,0.65,0,1
0,262.0,83,0.43,1,0
0,345.0,68,0.41,0,0
0,302.0,77,0.8,0,1
0,267.0,81,0.79,1,1
0,129.0,88,0.61,1,1
1,335.0,67,0.74,0,1
1,301.0,88,0.85,0,1
0,301.0,95,0.45,1,0
0,81.0,63,0.44,0,0
1,500.0,95,0.76,0,1
0,468.0,79,0.81,0,1
0,81.0,80,0.82,0,1
0,289.0,64,0.9,0,1
0,415.0,65,0.37,0,0
1,219.0,80,0.23,0,0
0,116.0,81,0.5,1,1
0,489.0,77,0.65,0,1
1,333.0,95,0.28,0,0
1,310.0,64,0.86,0,1
1,323.0,60,0.78,0,1
1,52.0,78,0.67,0,1
0,276.0,60,0.22,0,0
0,279.0,63,0.28,0,0
1,458.0,73,0.55,0,1
0,364.0,77,0.77,0,1
0,466.0,82,0.63,1,1
1,387.0,86,0.69,0,1
0,114.0,78,0.35,0,0
0,96.0,66,0.37,0,0
1,77.0,73,0.68,0,1
0,238.0,63,0.74,0,1
0,333.0,93,0.74,1,1
0,271.0,89,0.28,1,0
1,102.0,78,0.52,0,1
0,359.0,65,0.66,0,1
1,82.0,94,0.83,0,1
1,104.0,74,0.52,0,1
0,129.0,70,0.65,0,1
0,492.0,70,0.85,0,1
1,137.0,77,0.72,0,1
0,271.0,66,0.76,0,1
0,420.0,75,0.89,0,1
1,71.0,60,0.68,0,1
0,231.0,67,0.57,0,1
0,489.0,89,0.82,1,1
1,235.0,61,0.23,0,0
0,104.0,88,0.71,1,1
1,106.0,65,0.82,0,1
1,301.0,63,0.43,0,0
1,414.0,69,0.69,0,1
1,129.0,86,0.25,0,0
0,331.0,68,0.43,0,0
0,218.0,60,0.79,0,1
0,403.0,69,0.83,0,1
1,118.0,75,0.44,0,0
0,179.0,95,0.75,1,1
1,58.0,77,0.89,0,1
1,282.0,89,0.37,0,0
1,138.0,91,0.35,0,0
0,60.0,81,0.43,1,0
1,439.0,77,0.68,0,1
0,423.0,85,0.77,1,1
0,436.0,75,0.29,0,0
0,134.0,89,0.24,1,0
1,100.0,93,0.74,0,1
1,310.0,70,0.61,0,1
1,446.0,91,0.25,0,0
1,309.0,60,0.6,0,1
0,383.0,63,0.44,0,0
0,468.0,76,0.69,0,1
1,330.0,82,0.21,0,0
1,427.0,87,0.63,0,1
1,271.0,80,0.32,0,0
1,461.0,91,0.82,0,1
1,157.0,89,0.78,0,1
1,408.0,89,0.41,0,0
0,179.0,69,0.48,0,0
0,57.0,69,0.86,0,1
0,280.0,84,0.3,1,0
1,309.0,86,0.6,0,1
1,338.0,94,0.57,0,1
0,247.0,90,0.88,1,1
0,355.0,70,0.72,0,1
1,110.0,90,0.53,0,1
1,177.0,77,0.76,0,1
0,72.0,92,0.26,1,0
0,112.0,79,0.55,0,1
0,239.0,73,0.78,0,1
1,66.0,60,0.88,0,1
0,222.0,92,0.84,1,1
1,391.0,92,0.72,0,1
1,331.0,77,0.21,0,0
1,159.0,61,0.79,0,1
1,411.0,79,0.81,0,1
0,159.0,86,0.57,1,1
1,165.0,63,0.7,0,1
0,312.0,92,0.45,1,0
0,376.0,72,0.74,0,1
0,64.0,66,0.67,0,1
1,327.0,86,0.65,0,1
1,118.0,71,0.8,0,1
1,343.0,93,0.8,0,1
0,169.0,92,0.51,1,1
1,284.0,69,0.66,0,1
0,109.0,83,0.44,1,0
1,229.0,93,0.85,0,1
1,164.0,89,0.34,0,0
0,468.0,89,0.66,1,1
1,222.0,75,0.3,0,0
0,69.0,68,0.34,0,0
1,78.0,75,0.6,0,1
1,493.0,87,0.29,0,0
1,473.0,70,0.33,0,0
1,108.0,95,0.83,0,1
0,128.0,62,0.49,0,0
0,215.0,94,0.23,1,0
0,437.0,67,0.64,0,1
0,211.0,76,0.7,0,1
1,180.0,92,0.63,0,1
1,222.0,93,0.72,0,1
1,193.0,61,0.67,0,1
1,89.0,74,0.64,0,1
0,460.0,66,0.85,0,1
0,422.0,67,0.25,0,0
1,112.0,69,0.48,0,0
0,340.0,79,0.71,0,1
1,285.0,92,0.59,0,1
1,166.0,67,0.87,0,1
1,474.0,64,0.88,0,1
0,489.0,79,0.73,0,1
0,421.0,70,0.8,0,1
0,212.0,80,0.72,0,1
0,263.0,84,0.5,1,1
0,145.0,95,0.65,1,1
0,422.0,67,0.75,0,1
0,373.0,72,0.66,0,1
0,239.0,60,0.72,0,1
1,437.0,87,0.36,0,0
1,257.0,88,0.52,0,1
0,453.0,77,0.77,0,1
0,99.0,71,0.23,0,0
0,130.0,72,0.6,0,1
0,453.0,83,0.69,1,1
1,58.0,75,0.9,0,1
1,246.0,88,0.7,0,1
0,320.0,71,0.48,0,0
0,260.0,68,0.84,0,1
1,140.0,76,0.87,0,1
1,351.0,82,0.67,0,1
0,427.0,86,0.72,1,1
1,296.0,70,0.73,0,1
1,192.0,66,0.73,0,1
0,239.0,85,0.69,1,1
1,124.0,70,0.2,0,0
0,216.0,75,0.51,0,1
1,421.0,64,0.88,0,1
1,376.0,78,0.73,0,1
1,212.0,86,0.39,0,0
1,127.0,87,0.67,0,1
1,184.0,61,0.82,0,1
0,200.0,79,0.28,0,0
0,416.0,77,0.78,0,1
1,415.0,67,0.56,0,1
0,175.0,78,0.65,0,1
0,130.0,74,0.53,0,1
0,455.0,68,0.56,0,1
1,191.0,71,0.9,0,1
1,177.0,88,0.84,0,1
1,228.0,82,0.59,0,1
1,222.0,78,0.57,0,1
0,308.0,67,0.72,0,1
0,447.0,90,0.8,1,1
1,460.0,89,0.35,0,0
1,217.0,84,0.55,0,1
0,201.0,95,0.78,1,1
0,362.0,79,0.7,0,1
1,261.0,77,0.61,0,1
1,346.0,69,0.83,0,1
1,260.0,81,0.24,0,0
1,135.0,71,0.65,0,1
0,252.0,92,0.55,1,1
1,410.0,68,0.47,0,0
1,258.0,75,0.74,0,1
0,255.0,79,0.82,0,1
1,380.0,65,0.84,0,1
0,290.0,82,0.89,1,1
0,75.0,94,0.75,1,1
0,264.0,95,0.54,1,1
0,350.0,94,0.61,1,1
1,275.0,76,0.23,0,0
0,230.0,92,0.79,1,1
1,285.0,61,0.37,0,0
1,188.0,79,0.2,0,0
0,413.0,73,0.24,0,0
1,313.0,91,0.81,0,1
0,201.0,71,0.8,0,1
0,191.0,86,0.5,1,1
1,151.0,69,0.54,0,1
1,124.0,88,0.79,0,1
0,100.0,76,0.7,0,1
1,89.0,75,0.79,0,1
0,260.0,92,0.51,1,1
1,236.0,79,0.38,0,0
1,382.0,78,0.45,0,0
0,131.0,69,0.36,0,0
1,100.0,80,0.7,0,1
0,313.0,92,0.76,1,1
0,258.0,75,0.27,0,0
1,211.0,79,0.31,0,0
0,116.0,62,0.56,0,1
1,331.0,82,0.36,0,0
0,64.0,90,0.52,1,1
0,464.0,74,0.4,0,0
1,233.0,87,0.5,0,1
0,87.0,90,0.83,1,1
0,346.0,60,0.42,0,0
0,429.0,87,0.86,1,1
0,345.0,95,0.57,1,1
1,173.0,64,0.9,0,1
1,185.0,89,0.68,0,1
1,165.0,67,0.78,0,1
0,337.0,60,0.87,0,1
1,140.0,85,0.51,0,1
1,135.0,61,0.4,0,0
0,229.0,65,0.38,0,0
0,371.0,94,0.43,1,0
1,467.0,94,0.34,0,0
0,74.0,61,0.42,0,0
1,70.0,72,0.42,0,0
0,355.0,90,0.76,1,1
1,200.0,92,0.81,0,1
0,67.0,74,0.89,0,1
0,134.0,91,0.44,1,0
1,453.0,79,0.39,0,0
1,275.0,95,0.53,0,1
0,452.0,70,0.79,0,1
0,169.0,87,0.91,1,1
0,370.0,71,0.53,0,1
1,289.0,66,0.72,0,1
1,120.0,73,0.56,0,1
0,440.0,79,0.45,0,0
0,172.0,90,0.53,1,1
1,242.0,69,0.67,0,1
1,154.0,74,0.39,0,0
1,272.0,76,0.34,0,0
1,359.0,78,0.77,0,1
1,245.0,85,0.48,0,0
1,431.0,79,0.55,0,1
0,122.0,62,0.8,0,1
1,267.0,82,0.8,0,1
1,75.0,93,0.6,0,1
1,191.0,62,0.8,0,1
0,161.0,62,0.75,0,1
0,436.0,62,0.34,0,0
1,173.0,85,0.5,0,1
0,490.0,62,0.73,0,1
0,228.0,93,0.88,1,1
0,179.0,67,0.63,0,1
1,458.0,87,0.31,0,0
1,195.0,91,0.39,0,0
1,66.0,60,0.62,0,1
1,160.0,61,0.8,0,1
1,426.0,91,0.45,0,0
0,244.0,82,0.4,1,0
1,374.0,75,0.5,0,1
1,327.0,61,0.58,0,1
1,462.0,61,0.42,0,0
1,200.0,92,0.56,0,1
1,410.0,60,0.79,0,1
0,212.0,63,0.66,0,1
1,64.0,71,0.42,0,0
1,212.0,75,0.35,0,0
1,274.0,61,0.64,0,1
1,312.0,68,0.78,0,1
1,211.0,71,0.35,0,0
0,86.0,63,0.49,0,0
1,175.0,65,0.25,0,0
1,342.0,89,0.5,0,1
0,122.0,86,0.31,1,0
